from,to,associado
33820664,55127081,1
33820664,44992655,1
33820664,46325572,1
33820664,42507899,1
33820664,45936724,1
33820664,53571951,1
33820664,45942603,1
33820664,45936725,1
33820664,50965558,1
33820664,43608949,1
26805909,56439858,1
26805909,30369379,1
26805909,39702115,1
26805909,31353578,1
07393337,21229714,1
07393337,22426242,1
07393337,57886627,1
07393337,51861009,1
07393337,33075616,1
07393337,21848243,1
07393337,47728638,1
07393337,16558094,1
07393337,24249629,1
07393337,55533763,1
42548649,44376400,1
42548649,44459996,1
42548649,45609353,1
41296756,46459672,1
41296756,48419861,1
41296756,83650606,1
41296756,49628310,1
16990222,43291259,1
16990222,21347373,1
16990222,17906978,1
16990222,21171923,1
16990222,16990243,1
16990222,19693476,1
16990222,16990233,1
16990222,16990253,1
10443098,13141538,1
10443098,30561198,1
10443098,21852592,1
10443098,10510596,1
10443098,17376894,1
10443098,26751767,1
10443098,37029327,1
10443098,19574915,1
10443098,22870183,1
10443098,27645165,1
15616728,39150077,1
15616728,56055054,1
55853422,57633381,1
10773426,47056541,1
10773426,20663960,1
10773426,21144580,1
10773426,17644498,1
15648147,51567127,1
15648147,63820492,1
15648147,20990430,1
15648147,43598601,1
15648147,52203046,1
15648147,24834742,1
15648147,33917788,1
15648147,38028570,1
15648147,20990397,1
15648147,63807010,1
15648147,50564262,1
15257553,50735038,1
15257553,28128547,1
15257553,16365944,1
15257553,29180884,1
15257553,25316328,1
10891580,42308659,1
10891580,23006602,1
33917788,51567127,1
33917788,43598601,1
33917788,52203046,1
33917788,38028570,1
33917788,63807010,1
33917788,50564262,1
04612766,40015013,1
04612766,34891754,1
04612766,51375431,1
04612766,37438204,1
04612766,05796110,1
04612766,32783115,1
04612766,53327451,1
56197605,57080615,1
56197605,57155797,1
56197605,56964544,1
56197605,57354388,1
56197605,57505264,1
33075616,51364832,1
33075616,52009675,1
33075616,55410102,1
07418827,13610822,1
07418827,47799899,1
07418827,23501297,1
07418827,33612205,1
07418827,39647543,1
07418827,33596603,1
32267624,54229231,1
32267624,57363999,1
32267624,58246272,1
32267624,53160102,1
32267624,43011102,1
32267624,38651268,1
32267624,40695263,1
17982491,46742940,1
17982491,63883672,1
17982491,57589252,1
17982491,48353095,1
17982491,50018529,1
17982491,50211451,1
17982491,48705515,1
17982491,49090964,1
32308609,54509964,1
02857897,22380291,1
02857897,53208704,1
02857897,20990397,1
02857897,44951938,1
02857897,46020659,1
02857897,05149879,1
02857897,12918898,1
02857897,14564858,1
02857897,20990430,1
02857897,14145403,1
02857897,63820492,1
02857897,83859231,1
02857897,03547690,1
02857897,52203046,1
02857897,15648147,1
02857897,04993390,1
04101986,57354388,1
04101986,41604880,1
04101986,36990916,1
04101986,56196880,1
04101986,56197324,1
04101986,54344984,1
04101986,55719309,1
04101986,50119108,1
04101986,57505264,1
04101986,56197605,1
04101986,54835289,1
01273619,31303286,1
01273619,07951027,1
01273619,03415533,1
01273619,02316468,1
01273619,18486298,1
10826737,13266769,1
10826737,11050213,1
10826737,29101154,1
10826737,41857347,1
10826737,46862781,1
27752838,48825479,1
27752838,48097704,1
27752838,43287235,1
27752838,27913022,1
15232790,15297070,1
15232790,22983316,1
15232790,44069236,1
35519913,51299309,1
35519913,45653558,1
35519913,52111632,1
10958946,24873159,1
54328041,55088212,1
54328041,55074806,1
10383259,10571779,1
10383259,57635372,1
10383259,46633075,1
10383259,46687601,1
10383259,29779458,1
28452640,35064483,1
28452640,47618473,1
42042106,84058981,1
31157457,55391330,1
31157457,83874859,1
06859283,14108947,1
06859283,08645489,1
02870297,28539451,1
02870297,41450630,1
02870297,41073254,1
02870297,13380006,1
02870297,44549511,1
45429712,53472612,1
36990916,57080615,1
36990916,57155797,1
36990916,56964544,1
36990916,55537919,1
36990916,54979011,1
26498970,34612325,1
26498970,28298039,1
26498970,51354213,1
26498970,83342162,1
26498970,26666570,1
05261642,18975745,1
05403050,23319181,1
05403050,07090782,1
05403050,17458616,1
05403050,34733870,1
05403050,27722405,1
12098806,83836114,1
12098806,53248836,1
12098806,57827317,1
12098806,48429715,1
41857347,46515622,1
41857347,46862781,1
48221291,54898502,1
48221291,63873012,1
48221291,57486261,1
83580423,83733212,1
48705515,63883672,1
48705515,57589252,1
48705515,50018529,1
48705515,50211451,1
48705515,49090964,1
28463128,37066260,1
01138735,22427083,1
01138735,39904597,1
01138735,26209413,1
01138735,11489508,1
01138735,30883226,1
41185234,51655865,1
41185234,57139805,1
41185234,48795831,1
16455522,54545658,1
16455522,50473993,1
16455522,51357212,1
16455522,53874270,1
16455522,50560053,1
16455522,55273088,1
16455522,48905225,1
16455522,56090606,1
16455522,55207387,1
16455522,58447768,1
16455522,54782375,1
16455522,53874267,1
13074701,27550096,1
13074701,33560445,1
13074701,57516830,1
31888421,37605145,1
25450169,33256711,1
25450169,46167663,1
25450169,42365622,1
25450169,54965803,1
25450169,57387226,1
25450169,42430618,1
33406765,97542173,1
04975181,46527197,1
04975181,36904570,1
04975181,57167357,1
04975181,11344254,1
04975181,83319640,1
04975181,11132304,1
04975181,18708608,1
04975181,39497472,1
04975181,83919381,1
04551677,32226978,1
04551677,07869021,1
04250280,21825352,1
04250280,46281097,1
04250280,50913330,1
04250280,44809715,1
47408113,50379314,1
24143145,42932312,1
24143145,41981831,1
24143145,51072301,1
24143145,38493454,1
24143145,50793030,1
24143145,42048940,1
24143145,39292533,1
24143145,50288425,1
24143145,55991912,1
47762995,83650606,1
15614646,30532710,1
15614646,41587143,1
04692481,48252103,1
04692481,25336228,1
04692481,46965583,1
21492427,47161810,1
30480786,46502075,1
30480786,34261920,1
30480786,38393760,1
30480786,53981615,1
30480786,42169716,1
30480786,45342072,1
30480786,34639815,1
45327140,53972553,1
02446704,04927695,1
02446704,45225921,1
02446704,04912788,1
02446704,22703640,1
02446704,49339816,1
02446704,04290944,1
42113124,45270332,1
42113124,63873012,1
42113124,46236636,1
42113124,44644852,1
42113124,84260843,1
02581315,05484088,1
02581315,28860289,1
02581315,55903468,1
02581315,29144626,1
02581315,41397871,1
02581315,56335061,1
02581315,11090652,1
02581315,43403561,1
02581315,16630928,1
17495231,19072960,1
17495231,55088212,1
17495231,51219805,1
17495231,24117759,1
17495231,52966267,1
17495231,20703650,1
17495231,54328041,1
17495231,55074806,1
02071117,07585347,1
23883783,41649624,1
23883783,37142602,1
23883783,48659953,1
23883783,48659956,1
51746842,56925048,1
46020166,55568217,1
46020166,54866511,1
18751399,46761677,1
18751399,34787118,1
18751399,35485494,1
26845303,28648070,1
26845303,55456927,1
36015353,41424522,1
36015353,39592690,1
08178406,19383540,1
08178406,43275147,1
08178406,40737731,1
08178406,38307996,1
11188852,52521807,1
11188852,18104871,1
11188852,54048782,1
11188852,22928991,1
29180884,50735038,1
31395178,54835851,1
31395178,44175488,1
31395178,38050329,1
11188852,33744433,1
11188852,35521714,1
11188852,15358889,1
11188852,13877821,1
11188852,25129117,1
11188852,18037378,1
38050329,54835851,1
38050329,44175488,1
34710513,40141062,1
34710513,53051209,1
40737731,43275147,1
40737731,48546635,1
40737731,83367466,1
54498618,83904276,1
54498618,55416678,1
27197397,43643845,1
19312885,33615435,1
19312885,33801385,1
19312885,40311143,1
15035294,33930331,1
15035294,24425982,1
15035294,53281247,1
15035294,17587264,1
15035294,48611660,1
15035294,45737222,1
15035294,21783481,1
15035294,53369432,1
15035294,57278636,1
04949426,38388313,1
04949426,29038576,1
04949426,50296976,1
11161770,55062107,1
11161770,32547311,1
05567029,54012325,1
05567029,42084429,1
05567029,44470034,1
05567029,57901736,1
05567029,33850897,1
05567029,07887094,1
05567029,54007941,1
05567029,38283892,1
05567029,13657306,1
05567029,13741088,1
40686260,56925048,1
40686260,51009636,1
40686260,58415768,1
52001949,57496254,1
22546522,27482302,1
22546522,58171437,1
22546522,31613883,1
22546522,54490498,1
43629719,48192995,1
18087152,20012838,1
18087152,46131099,1
18087152,55438214,1
18087152,42517074,1
18087152,41644046,1
18087152,27170437,1
01657482,50231311,1
01657482,04832721,1
01657482,14727334,1
01657482,63807010,1
01657482,13540164,1
01657482,26774151,1
01657482,57832184,1
01657482,08985066,1
01657482,04260683,1
01657482,48089475,1
01657482,36756496,1
01657482,37088883,1
01657482,04926358,1
01657482,08095318,1
01657482,04139846,1
01657482,51768121,1
01657482,63804116,1
01657482,04929683,1
01657482,13697835,1
01657482,04216876,1
01657482,01785921,1
01657482,83580423,1
01657482,26605604,1
01657482,83733212,1
01657482,52805783,1
01657482,05844378,1
34609503,54346204,1
04972915,14883720,1
04972915,08624482,1
04972915,17465960,1
11728366,21650561,1
05054671,09475549,1
05054671,46978942,1
11054792,19574915,1
11054792,46166002,1
11054792,12867278,1
11054792,17474408,1
50668156,83764449,1
50668156,53871498,1
50668156,57589409,1
50668156,50909961,1
50668156,56384215,1
42703472,53210341,1
42703472,50604320,1
42703472,56904767,1
42703472,46099558,1
42703472,56084186,1
42703472,55515834,1
20867885,30754554,1
05441787,55224434,1
05441787,11273197,1
21584046,46793672,1
21584046,32913189,1
30182564,46731605,1
12094545,34344872,1
12094545,25261893,1
12094545,40777483,1
12094545,24239365,1
12094545,14155691,1
12094545,57043963,1
16940771,37583720,1
16940771,43438265,1
16940771,18025830,1
07778090,10771275,1
07778090,40160490,1
07778090,09396095,1
07778090,08821446,1
07778090,34919721,1
07778090,17489587,1
07778090,11832551,1
07778090,30532710,1
07778090,08966851,1
07778090,18352188,1
07778090,14402035,1
07778090,55705246,1
27397410,52224426,1
27397410,43008468,1
09110926,44246433,1
09110926,10760586,1
09110926,09687570,1
09110926,19532039,1
09110926,13313677,1
09110926,16845198,1
09110926,10243905,1
09110926,46084556,1
09110926,11058976,1
09110926,09303787,1
09110926,27015623,1
09110926,09110945,1
09110926,11339572,1
09110926,50841256,1
03022224,26634582,1
03022224,21316122,1
03022224,10473495,1
03022224,10627815,1
03022224,12455695,1
03022224,53043724,1
52203046,53208704,1
52203046,83859231,1
23147576,45094160,1
23147576,52412926,1
14556554,43574893,1
29229919,43996246,1
29229919,50800787,1
29229919,32933619,1
29229919,31744670,1
01532081,34405774,1
01532081,47307390,1
04938437,08749495,1
04938437,20246663,1
04938437,30143000,1
04938437,44901620,1
04938437,29473452,1
04938437,33614381,1
04938437,10233096,1
04938437,15011981,1
04938437,04996064,1
11554000,54290254,1
11554000,41991291,1
11554000,12627066,1
11554000,34732631,1
47262312,47840357,1
12816833,35289849,1
12816833,14710390,1
12816833,13065972,1
12816833,23522994,1
12816833,18879278,1
01716311,51372645,1
01716311,04952396,1
26341686,56915709,1
26341686,50124913,1
26341686,84189950,1
26341686,46423577,1
26341686,57547749,1
26341686,31783432,1
26341686,57169353,1
05204409,51480797,1
05204409,35848562,1
05204409,18516869,1
05204409,25257333,1
05204409,32708852,1
05204409,26050345,1
05204409,44774200,1
05204409,05665464,1
05204409,21399950,1
05204409,55178104,1
05204409,35440665,1
05204409,17327944,1
05204409,48145943,1
05204409,12248669,1
42026816,42026878,1
19046130,53209188,1
19046130,42015688,1
19046130,54790193,1
19046130,57726453,1
19046130,20392931,1
19046130,48424730,1
19046130,56419404,1
04949426,56296160,1
04949426,22974380,1
04952396,55949966,1
04952396,37408235,1
21217025,33011124,1
21217025,27235446,1
21217025,50295356,1
21217025,83776310,1
21217025,52141673,1
21217025,45930578,1
21217025,46632259,1
21217025,53994812,1
21217025,31353578,1
21217025,22210067,1
21217025,58264935,1
08749495,23146224,1
41507783,49747088,1
02029589,05992814,1
02029589,44563813,1
02029589,83922005,1
12218992,56439858,1
12218992,30369379,1
12218992,37082268,1
12218992,17686944,1
12218992,39702115,1
12218992,12474518,1
12218992,26495882,1
12218992,26805909,1
12218992,14488131,1
12218992,26770324,1
12218992,31353578,1
02521485,03597636,1
02521485,43543406,1
02521485,04748231,1
02521485,13898557,1
49652509,53051209,1
04675278,08792120,1
04675278,13391535,1
04675278,04731519,1
04675278,57726453,1
04675278,53675536,1
04675278,07805598,1
04675278,14686260,1
04675278,07869058,1
04675278,54790193,1
08267117,38356976,1
08267117,23893455,1
08267117,33281406,1
08267117,57496254,1
08267117,20637353,1
08267117,35289849,1
08267117,20226275,1
41250491,54979011,1
41250491,47144718,1
41250491,41556977,1
41250491,47768563,1
41250491,57635372,1
41250491,58188878,1
41250491,52007020,1
41250491,54344984,1
47214336,48440251,1
47214336,83367219,1
24306504,24312558,1
05289248,20637538,1
26701233,83330902,1
26701233,31604420,1
26701233,97525770,1
26701233,46321970,1
05612845,40391475,1
05612845,40391098,1
05612845,40390227,1
05612845,40392129,1
05612845,23446838,1
05612845,40651924,1
05612845,42056628,1
05612845,40392132,1
05612845,42413145,1
44216917,50296978,1
14099261,30732216,1
14099261,34860254,1
05782805,50296978,1
05782805,33612205,1
05782805,43347791,1
05782805,33596603,1
05782805,26833835,1
05782805,08783767,1
05782805,15035294,1
24950634,63879381,1
46084556,54048782,1
16455522,34275725,1
22956778,24437317,1
22956778,22965051,1
16455522,22711023,1
16455522,54681456,1
08078145,39684368,1
08078145,08246259,1
08078145,34518289,1
48057302,55569173,1
48057302,51496129,1
48057302,48722769,1
48057302,57288974,1
48057302,57843588,1
57435663,58356738,1
11997328,45094160,1
11997328,23147576,1
11997328,52412926,1
11614792,46975916,1
11614792,32999612,1
11614792,12669568,1
11614792,44046392,1
10856814,11317886,1
10856814,10867199,1
10856814,12261028,1
10856814,37808513,1
10856814,28540547,1
10856814,14906923,1
06945995,40710673,1
06945995,21559650,1
23755979,50091280,1
23755979,83211128,1
18937799,28005376,1
44258095,49915450,1
44258095,48925720,1
38329931,47308946,1
38329931,54705939,1
36253093,57271936,1
36253093,52904599,1
36253093,54337634,1
36253093,37894564,1
36253093,55838925,1
36253093,57412589,1
36253093,48534725,1
36253093,57256870,1
36253093,54619214,1
36253093,42165186,1
36253093,51576885,1
36253093,57447230,1
36253093,57901144,1
36253093,57274451,1
36253093,48528560,1
36253093,55335287,1
53851546,83760785,1
29855424,36634515,1
29855424,47604896,1
29855424,44823027,1
29855424,34309111,1
27913379,47390859,1
27913379,45695054,1
27913379,83342162,1
27913379,44280448,1
27913379,40116767,1
27913379,52823954,1
51375431,53327451,1
52325585,53774922,1
42493984,50288218,1
26605604,50231311,1
26605604,63807010,1
26605604,26774151,1
26605604,57832184,1
26605604,48089475,1
26605604,36756496,1
26605604,37088883,1
26605604,51768121,1
26605604,63804116,1
26605604,83580423,1
26605604,83733212,1
26605604,52805783,1
44876831,83650606,1
44876831,47762995,1
44876831,45636574,1
11312785,51021523,1
11312785,33271390,1
11312785,14811273,1
16723623,50730997,1
16723623,55266608,1
16723623,34591310,1
16723623,54931730,1
16723623,51597760,1
18104871,52521807,1
18104871,54048782,1
18104871,22928991,1
16630928,28860289,1
16630928,55903468,1
16630928,29144626,1
16630928,41397871,1
16630928,56335061,1
16630928,43403561,1
01644025,39877284,1
01644025,40501349,1
01644025,09502308,1
51646160,52508294,1
28306797,57818442,1
28306797,31211327,1
28306797,34919721,1
53712175,84189950,1
13982926,30859603,1
13982926,37416022,1
13982926,22727153,1
13982926,18748344,1
13982926,39274002,1
13982926,50227993,1
46281097,50913330,1
37142602,41649624,1
37142602,48659953,1
37142602,48659956,1
19318101,63821433,1
19318101,49511698,1
19318101,24941006,1
19318101,22948210,1
04447880,84058981,1
04447880,19703108,1
04447880,42042106,1
39497472,46527197,1
39497472,57167357,1
39497472,83319640,1
39497472,83919381,1
55033552,84189950,1
06915272,57103588,1
06915272,38108994,1
06915272,12021900,1
04130493,07089052,1
04130493,11317886,1
04130493,10867199,1
04130493,09269331,1
04130493,12261028,1
04130493,37808513,1
04130493,10856814,1
04130493,28540547,1
04130493,05008271,1
04130493,14906923,1
15035294,50296978,1
15035294,33612205,1
15035294,43347791,1
15035294,33596603,1
15035294,26833835,1
15035294,19113461,1
54149287,56973785,1
11428241,14823178,1
11428241,83858464,1
12008310,20001357,1
12008310,29639407,1
12008310,42489131,1
12008310,29301770,1
12008310,56701497,1
12008310,12645993,1
12008310,29488846,1
12008310,35411970,1
18243450,52725302,1
18243450,23177869,1
18243450,23167053,1
18243450,54972801,1
18243450,58419253,1
18243450,37408057,1
18243450,52715767,1
18243450,45907772,1
53994812,83776310,1
53994812,58264935,1
24299929,58001906,1
24299929,39642901,1
27773901,57285529,1
27773901,53752478,1
27773901,83914226,1
34377250,38330743,1
34377250,45019725,1
35657820,40710673,1
21995320,55836697,1
31124535,33904753,1
31124535,45883575,1
31124535,33746382,1
31124535,41719884,1
31124535,49404135,1
31124535,39907822,1
31124535,57157601,1
50288425,51072301,1
50288425,50793030,1
34803644,83650606,1
19414832,56971671,1
24090419,39350516,1
24090419,28123922,1
24090419,57054467,1
04908364,37525866,1
06307709,34058036,1
20747693,53310898,1
20747693,26679251,1
20747693,46147657,1
14686260,53209188,1
14686260,45767059,1
14686260,45934751,1
14686260,20392931,1
14686260,20130899,1
30883226,39904597,1
30883226,38493454,1
04895751,29967625,1
04895751,15752934,1
04895751,04896379,1
04895751,50086253,1
04895751,26773334,1
04895751,12620846,1
04895751,34847855,1
04895751,09320398,1
04895751,05416839,1
04895751,17185268,1
04895751,15280902,1
04895751,43406576,1
04895751,11654469,1
04895751,05321252,1
04895751,05551841,1
20239662,37513392,1
20239662,83320846,1
12669568,47161810,1
12669568,21492427,1
46719330,57157601,1
46719330,83650374,1
46719330,48328555,1
46719330,55059900,1
46719330,49404135,1
46719330,54965803,1
16515254,53160102,1
16515254,28118627,1
16515254,32267624,1
16515254,29320798,1
16515254,22424442,1
10824588,31783432,1
10824588,17359676,1
10824588,50124913,1
10824588,45457749,1
10824588,53712175,1
10824588,32245462,1
02644085,26634582,1
02644085,04936852,1
02644085,83347427,1
02644085,45794655,1
18819000,51988986,1
12867278,19574915,1
07031623,50383902,1
07031623,37480610,1
07031623,36953059,1
07031623,33075616,1
07031623,08242838,1
07031623,41738095,1
07031623,55033552,1
07031623,10202385,1
09509608,48825479,1
09509608,48097704,1
09509608,19881161,1
09509608,27752838,1
09509608,43287235,1
09509608,27913022,1
14309414,48546635,1
14309414,34834598,1
14309414,28932294,1
14309414,19112682,1
20963424,39642901,1
15648147,22380291,1
15648147,53208704,1
15648147,44951938,1
15648147,46020659,1
15648147,83859231,1
28753570,29359372,1
28753570,37788555,1
28753570,47456294,1
28753570,42590211,1
28753570,52905513,1
28753570,39337501,1
25316468,40195862,1
25316468,47262312,1
25316468,43182281,1
25316468,48303623,1
25316468,39814966,1
25316468,43233967,1
25316468,54931730,1
25316468,34591310,1
21309046,33560445,1
21309046,39634561,1
21309046,48256560,1
21309046,43922374,1
30897936,46425851,1
30897936,42362820,1
30897936,36175231,1
04290944,44343593,1
04290944,83325381,1
04290944,04927695,1
28695170,83346940,1
19331137,63798490,1
19331137,38636618,1
35880435,54798680,1
04972915,07984371,1
05054671,13966948,1
14155691,41507783,1
14155691,34344872,1
14155691,25261893,1
14155691,40777483,1
14155691,24239365,1
14155691,57043963,1
02621661,55224434,1
02621661,11273197,1
05054671,19383540,1
05054671,43275147,1
05054671,40737731,1
05054671,38307996,1
08904510,17359676,1
08904510,45457749,1
08904510,53712175,1
08904510,32245462,1
15415504,50150082,1
15415504,45457749,1
15415504,53712175,1
15415504,32245462,1
38088444,44403421,1
38088444,54188662,1
38088444,40702960,1
38088444,44101086,1
38088444,51567044,1
27672905,30899773,1
27672905,43293047,1
28540547,37808513,1
26634582,57782858,1
26634582,47762479,1
26634582,38056616,1
26634582,27520027,1
18111277,43976615,1
01766136,20587643,1
01766136,03228396,1
01766136,44169030,1
01766136,39476297,1
01766136,58115694,1
49048845,53977131,1
04887055,09222792,1
04887055,43797846,1
04887055,43535347,1
23131869,46536584,1
54344984,54979011,1
54344984,57635372,1
54344984,58188878,1
02391603,29359372,1
02391603,37788555,1
02391603,47456294,1
02391603,42590211,1
02391603,52905513,1
02391603,28753570,1
02391603,19407373,1
02391603,39337501,1
55600414,58199211,1
11273197,12532690,1
11273197,55224434,1
11273197,15011981,1
11273197,83383638,1
47840357,48143438,1
09378439,24878793,1
37700829,50190985,1
55088212,55600414,1
53620897,56054911,1
53620897,57040497,1
53620897,53693498,1
28551662,55127081,1
50473993,52521807,1
18637923,43169284,1
18637923,24765057,1
18637923,56070207,1
44246433,54545658,1
44246433,51357212,1
44246433,53874270,1
44246433,55273088,1
44246433,56090606,1
44246433,55207387,1
44246433,58447768,1
44246433,54782375,1
44246433,53874267,1
48795831,51655865,1
48795831,57139805,1
13657306,54012325,1
13657306,42084429,1
13657306,44470034,1
13657306,57901736,1
13657306,33850897,1
13657306,54007941,1
13657306,38283892,1
13657306,13741088,1
14671706,30106018,1
14671706,19332074,1
14671706,28610706,1
14671706,45738902,1
14671706,21917642,1
14671706,83856187,1
14671706,27018915,1
38636618,63798490,1
09071847,43691330,1
09071847,36566244,1
14079453,20012838,1
14079453,46131099,1
14079453,16888835,1
48791338,83657999,1
37762057,45942412,1
06087327,20001357,1
06087327,29639407,1
06087327,42489131,1
06087327,29301770,1
06087327,08068245,1
06087327,11566218,1
06087327,12008310,1
06087327,56701497,1
06087327,12645993,1
06087327,29488846,1
06087327,08454441,1
06087327,35411970,1
48546635,52153417,1
10202385,14631621,1
10202385,50383902,1
10202385,18548319,1
10202385,37480610,1
10202385,36953059,1
10202385,19954308,1
10202385,50150082,1
10202385,84189950,1
10202385,46423577,1
10202385,33075616,1
10202385,41738095,1
10202385,55033552,1
10202385,15415504,1
05497400,22777157,1
05497400,10797263,1
09243089,47056541,1
09243089,20663960,1
09243089,21144580,1
09243089,10773426,1
09243089,17644498,1
11140735,13441262,1
11140735,48514425,1
11140735,44623180,1
17376894,63875165,1
33462266,47739789,1
02071117,18273708,1
02071117,31365986,1
32399536,46880259,1
32399536,47734486,1
50446091,53121520,1
50446091,57711501,1
34855718,57307107,1
34855718,51668650,1
30567063,36779258,1
30567063,45589185,1
30567063,41252873,1
44201627,57160313,1
27268940,30024558,1
48667370,57859208,1
48667370,52082507,1
19943304,40919178,1
19943304,51218898,1
11018161,15589589,1
11018161,54972801,1
11018161,27935968,1
11018161,41141272,1
11188852,22711023,1
11188852,54681456,1
16558094,19113461,1
16558094,17272704,1
16558094,40067435,1
16558094,28843268,1
25316328,50735038,1
25316328,28128547,1
25316328,29180884,1
04213522,48192995,1
04213522,04868040,1
04213522,21490094,1
04213522,43629719,1
04934320,07520084,1
04934320,12532690,1
07919179,37082268,1
07919179,26805909,1
32958687,83358887,1
48611660,53281247,1
48611660,53369432,1
48611660,57278636,1
05140066,24648824,1
20867885,44012246,1
34620138,41861992,1
34620138,54529408,1
43287235,48825479,1
43287235,48097704,1
05140066,58300883,1
05140066,27838145,1
52683891,57003730,1
22811037,83573931,1
22811037,47906588,1
11158828,22711023,1
11158828,54681456,1
48194281,83374587,1
48194281,83591107,1
24249629,57886627,1
24249629,51861009,1
24249629,33075616,1
24249629,47728638,1
24249629,55533763,1
28839535,43712622,1
37074548,37703341,1
37074548,37518731,1
29037515,43733001,1
29037515,30394439,1
29037515,47834153,1
10439660,57692882,1
10439660,34670513,1
10439660,37552830,1
36171778,63810774,1
36171778,55016194,1
36171778,57247625,1
14556554,14860686,1
14556554,21316388,1
15671192,56661682,1
15671192,48555717,1
15671192,22739645,1
15671192,27797487,1
15671192,48754339,1
19112682,46978942,1
02668300,18066521,1
02668300,53853824,1
02668300,04205550,1
02668300,23640551,1
02668300,83335448,1
02668300,28216982,1
02668300,30804353,1
34834598,54486914,1
34834598,47739796,1
34834598,35431809,1
34834598,51844319,1
34834598,39897231,1
21727838,28899558,1
22993378,54229231,1
22993378,57363999,1
22993378,31205691,1
22993378,58246272,1
22993378,53160102,1
22993378,28118627,1
22993378,32267624,1
22993378,43011102,1
22993378,38651268,1
22993378,40695263,1
22993378,32203973,1
16515254,34396959,1
16515254,45322017,1
16515254,34692419,1
16515254,24220440,1
16515254,44374020,1
16515254,55738822,1
16515254,23599276,1
31569431,57463357,1
37894564,48514425,1
37894564,44623180,1
09263861,42325991,1
09263861,14752221,1
09263861,54877610,1
54654214,83904854,1
04384623,43536729,1
04384623,28941640,1
05574132,38321181,1
00940782,32308609,1
00940782,54497493,1
00940782,34921817,1
41309954,83650606,1
17096246,44609947,1
17096246,21171923,1
17096246,83836155,1
17096246,48638604,1
17096246,43291259,1
17096246,37372893,1
17096246,49925126,1
14028134,57692882,1
14028134,34670513,1
14028134,37552830,1
11194335,18294170,1
11194335,15362420,1
11159109,25106362,1
30866642,57428859,1
30866642,47894259,1
30866642,55797335,1
30866642,44388670,1
30866642,57145151,1
30866642,51034773,1
30866642,52758567,1
30866642,51746842,1
30866642,41760460,1
14823178,83858464,1
04758223,29967625,1
04758223,15752934,1
04758223,04896379,1
04758223,50086253,1
04758223,26773334,1
04758223,12620846,1
04758223,34847855,1
04758223,09320398,1
04758223,05416839,1
04758223,17185268,1
04758223,15280902,1
04758223,43406576,1
04758223,04895751,1
04758223,11654469,1
04758223,05321252,1
04758223,05551841,1
08783767,33185423,1
08783767,31570547,1
08783767,21036584,1
09617159,31326583,1
09617159,33703874,1
09617159,51235640,1
09617159,27537195,1
09617159,18467112,1
14752221,42325991,1
14752221,54877610,1
41510743,52130021,1
41510743,49778923,1
41510743,49350776,1
14789206,18087152,1
19693476,43291259,1
19693476,21347373,1
19693476,21171923,1
23584762,24940502,1
23584762,52979675,1
23584762,28487330,1
23584762,47532153,1
23584762,54425045,1
23584762,54498618,1
23584762,47433488,1
23584762,43357739,1
34834598,48944851,1
57458124,58251827,1
25232025,25450139,1
25232025,39907822,1
25232025,57157601,1
25232025,29541134,1
25232025,83650374,1
25232025,48328555,1
25232025,55059900,1
25232025,46719213,1
25232025,44296529,1
25232025,49404135,1
25232025,46719330,1
45291116,50609978,1
09600303,83777342,1
03089179,05474312,1
34921817,54497493,1
45487638,55537919,1
45487638,57080615,1
45487638,46687601,1
45487638,54979011,1
42165186,57271936,1
42165186,52904599,1
42165186,54337634,1
42165186,55838925,1
42165186,57412589,1
42165186,48534725,1
42165186,57256870,1
42165186,54619214,1
42165186,51576885,1
42165186,57447230,1
42165186,57901144,1
42165186,57274451,1
42165186,48528560,1
42165186,55335287,1
45861983,47762819,1
09318628,11654469,1
02575493,43114456,1
02575493,46466187,1
02575493,22503284,1
02575493,57426015,1
54898502,57719959,1
33141526,33406765,1
33141526,97542173,1
09388757,19113461,1
09388757,48468765,1
09388757,43683105,1
09388757,54778102,1
09388757,22226927,1
09388757,83352807,1
09388757,49582386,1
45245872,46286669,1
45245872,84154608,1
04940478,63875165,1
04940478,26751767,1
04940478,10510596,1
04940478,21852592,1
04940478,17376894,1
04940478,04945692,1
04940478,10443098,1
10221711,34404656,1
52710594,55044297,1
52710594,53620897,1
52710594,53620896,1
12285161,24582662,1
12285161,47337578,1
12285161,47196575,1
12285161,54662724,1
54490498,58171437,1
29315940,37096754,1
29315940,48308237,1
29315940,44322244,1
29315940,47141710,1
55284964,58248375,1
33516425,42696750,1
36753763,38449067,1
03619136,03882048,1
45737222,48611660,1
45737222,57278636,1
37527386,48520164,1
37527386,56607226,1
37527386,54082777,1
37527386,39849493,1
37527386,42493984,1
43453658,45439204,1
17458616,53745888,1
17458616,30640652,1
04334784,04815986,1
04334784,40936968,1
04334784,15614690,1
04334784,22359452,1
04334784,13080819,1
39334969,50864376,1
39334969,54376633,1
13450053,51014733,1
13450053,19569692,1
13450053,46665447,1
13450053,27103179,1
13218914,39539728,1
13218914,83904854,1
13218914,54654214,1
13218914,27187264,1
13218914,43291241,1
21097659,21250517,1
11585897,33714406,1
11585897,53688481,1
11585897,57585889,1
11585897,57585885,1
11585897,57585886,1
11585897,24574133,1
11585897,29329295,1
11585897,57586681,1
11585897,29460787,1
11585897,57586823,1
11585897,57586012,1
12214951,28226844,1
12214951,47538064,1
12214951,23925091,1
